0.0000,-0.7247
1.0000,-0.5097
2.0000,0.4224
3.0000,0.9006
4.0000,0.0924
5.0000,70.1857
6.0000,72.9069
7.0000,71.3947
8.0000,69.6048
9.0000,71.9798
10.0000,71.5004
11.0000,72.2645
12.0000,72.9341
13.0000,71.4857
14.0000,71.7355
15.0000,71.7725
16.0000,71.4665
17.0000,71.7252
18.0000,71.7389
19.0000,70.7723
20.0000,72.0916
21.0000,73.3996
22.0000,69.9726
23.0000,71.3647
24.0000,71.8942
25.0000,73.1894
26.0000,71.4848
27.0000,69.7043
28.0000,72.3658
29.0000,71.8125
30.0000,72.6043
31.0000,72.6844
32.0000,71.8439
33.0000,72.4858
34.0000,70.9889
35.0000,72.5238
36.0000,69.8549
37.0000,72.0998
38.0000,71.2657
39.0000,73.5685
40.0000,73.3761
41.0000,72.6059
42.0000,72.5875
43.0000,70.6796
44.0000,70.9764
45.0000,71.1571
46.0000,70.4812
47.0000,72.0892
48.0000,72.2089
49.0000,71.3200
50.0000,71.7365
51.0000,71.0905
52.0000,72.9042
53.0000,72.1984
54.0000,72.0585
55.0000,70.7095
56.0000,71.4473
57.0000,72.4452
58.0000,71.8073
59.0000,71.6530
60.0000,71.4301
61.0000,70.7587
62.0000,71.5328
63.0000,72.8577
64.0000,70.7915
65.0000,73.3399
66.0000,70.4697
67.0000,72.2926
68.0000,71.6338
69.0000,73.1416
70.0000,72.5202
71.0000,72.2578
72.0000,72.5847
73.0000,71.8828
74.0000,72.3462
75.0000,72.1621
76.0000,70.2944
77.0000,72.1194
78.0000,71.8268
79.0000,72.7298
80.0000,73.0743
81.0000,70.8601
82.0000,71.7295
83.0000,73.1744
84.0000,70.6203
85.0000,72.7709
86.0000,71.3343
87.0000,71.3666
88.0000,71.1268
89.0000,73.1646
90.0000,72.7808
91.0000,70.2106
92.0000,71.3550
93.0000,71.9870
94.0000,72.0914
95.0000,74.9349
96.0000,71.3442
97.0000,72.0643
98.0000,71.0680
99.0000,72.1649
100.0000,70.8556
101.0000,72.6032
102.0000,72.7556
103.0000,69.9988
104.0000,70.7257
105.0000,71.9541
106.0000,71.8156
107.0000,72.1208
108.0000,71.6255
109.0000,71.2868
110.0000,73.8138
111.0000,70.3884
112.0000,71.7852
113.0000,71.0260
114.0000,73.4112
115.0000,71.0388
116.0000,71.4372
117.0000,70.1923
118.0000,71.3872
119.0000,71.0818
120.0000,70.8057
121.0000,71.3734
122.0000,72.4864
123.0000,72.1827
124.0000,72.6869
125.0000,71.8804
126.0000,71.5189
127.0000,70.8073
128.0000,71.2821
129.0000,71.1699
130.0000,72.2426
131.0000,72.6613
132.0000,71.4915
133.0000,70.4172
134.0000,71.1115
135.0000,71.1406
136.0000,70.8697
137.0000,71.2268
138.0000,71.8433
139.0000,70.9488
140.0000,72.3317
141.0000,73.5804
142.0000,72.6604
143.0000,70.0517
144.0000,71.5612
145.0000,72.2503
146.0000,71.2989
147.0000,72.5793
148.0000,71.5374
149.0000,71.7783
150.0000,71.9995
151.0000,71.4892
152.0000,72.2372
153.0000,71.1406
154.0000,70.3705
155.0000,71.5967
156.0000,72.3855
157.0000,72.5435
158.0000,72.9774
159.0000,71.4538
160.0000,69.6509
161.0000,70.7932
162.0000,72.2330
163.0000,70.3249
164.0000,72.1165
165.0000,71.5182
166.0000,71.3011
167.0000,71.4117
168.0000,72.7419
169.0000,72.8984
170.0000,70.5407
171.0000,71.9757
172.0000,70.4571
173.0000,73.0698
174.0000,71.3819
175.0000,72.2673
176.0000,73.1543
177.0000,73.6994
178.0000,72.4631
179.0000,71.7834
180.0000,71.2083
181.0000,71.7704
182.0000,72.7475
183.0000,72.1519
184.0000,69.9382
185.0000,71.8807
186.0000,70.8180
187.0000,72.6496
188.0000,71.8914
189.0000,71.3654
190.0000,71.1459
191.0000,70.7177
192.0000,71.5276
193.0000,71.6593
194.0000,72.2675
195.0000,71.7513
196.0000,71.6295
197.0000,72.5701
198.0000,72.2180
199.0000,72.1716
200.0000,70.9732
201.0000,70.8188
202.0000,72.2158
203.0000,70.3164
204.0000,73.2935
205.0000,70.2398
206.0000,71.8842
207.0000,71.4421
208.0000,71.0100
209.0000,73.5521
210.0000,70.9812
211.0000,70.4942
212.0000,71.8497
213.0000,71.4875
214.0000,71.9151
215.0000,73.3694
216.0000,72.5707
217.0000,72.4257
218.0000,71.4303
219.0000,72.6255
220.0000,71.5527
221.0000,73.1541
222.0000,70.7050
223.0000,71.9601
224.0000,70.9768
225.0000,72.1779
226.0000,70.6138
227.0000,71.4839
228.0000,72.2466
229.0000,72.5360
230.0000,74.0417
231.0000,71.2527
232.0000,72.1071
233.0000,72.5578
234.0000,72.3409
235.0000,71.9944
236.0000,71.1271
237.0000,72.2610
238.0000,71.5211
239.0000,73.6146
240.0000,72.5643
241.0000,72.4000
242.0000,71.1680
243.0000,73.3462
244.0000,71.7412
245.0000,72.5938
246.0000,71.6616
247.0000,73.5716
248.0000,73.0985
249.0000,71.7904
250.0000,71.7815
251.0000,72.3540
252.0000,71.3536
253.0000,71.8502
254.0000,72.2492
255.0000,70.5023
256.0000,71.7622
257.0000,70.9240
258.0000,71.0497
259.0000,71.7663
260.0000,70.2574
261.0000,73.2186
262.0000,70.7235
263.0000,70.3701
264.0000,71.4335
265.0000,72.1214
266.0000,70.0704
267.0000,70.6639
268.0000,71.1716
269.0000,70.8200
270.0000,72.1555
271.0000,73.2339
272.0000,72.4616
273.0000,70.4412
274.0000,71.5416
275.0000,72.5056
276.0000,73.3429
277.0000,71.2678
278.0000,72.0587
279.0000,71.8257
280.0000,73.4396
281.0000,71.5975
282.0000,71.8614
283.0000,71.0514
284.0000,71.9143
285.0000,73.3310
286.0000,72.8142
287.0000,71.6600
288.0000,73.2559
289.0000,72.9611
290.0000,71.5781
291.0000,71.6655
292.0000,72.1813
293.0000,72.1607
294.0000,71.4065
295.0000,70.4188
296.0000,71.6752
297.0000,72.9354
298.0000,69.9256
299.0000,71.0520
300.0000,70.9953
301.0000,71.6283
302.0000,73.4299
303.0000,71.1237
304.0000,72.8122
305.0000,71.5355
306.0000,70.4835
