0,71
1,71
2,69
3,69
4,71
5,70
6,69
7,70
8,70
9,71
10,70
11,71
12,71
13,71
14,70
15,72
16,72
17,70
18,70
19,71
20,70
21,71
22,71
23,69
24,68
25,70
26,69
27,71
28,70
29,68
30,69
31,71
32,69
33,70
34,69
35,72
36,70
37,69
38,70
39,72
40,70
41,71
42,70
43,70
44,68
45,70
46,72
47,71
48,71
49,70
50,69
51,71
52,70
53,70
54,72
55,73
56,71
57,70
58,70
59,72
60,71
61,69
62,71
63,68
64,70
65,70
66,70
67,70
68,72
69,70
70,71
71,71
72,70
73,70
74,71
75,70
76,68
77,71
78,69
79,71
80,69
81,70
82,70
83,70
84,71
85,69
86,72
87,71
88,70
89,70
90,73
91,70
92,70
93,70
94,69
95,69
96,68
97,70
98,70
99,70
100,69
101,69
102,71
103,70
104,70
105,71
106,71
107,71
108,71
109,70
110,70
111,71
112,69
113,72
114,71
115,70
116,71
117,69
118,70
119,69
120,69
121,69
122,70
123,69
124,70
125,72
126,68
127,69
128,68
129,68
130,70
131,69
132,71
133,69
134,68
135,70
136,70
137,70
138,69
139,70
140,70
141,68
142,71
143,69
144,70
145,71
146,70
147,72
148,69
149,69
150,70
151,68
152,70
153,71
154,69
155,72
156,72
157,71
158,70
159,72
160,69
161,71
162,70
163,69
164,72
165,70
166,70
167,68
168,70
169,71
170,70
171,72
172,72
173,69
174,68
175,70
176,70
177,71
178,71
179,70
180,71
181,70
182,71
183,69
184,69
185,69
186,71
187,71
188,70
189,71
190,69
191,72
192,70
193,70
194,71
195,69
196,69
197,69
198,70
199,70
200,72
201,70
202,69
203,71
204,67
205,68
206,69
207,68
208,70
209,70
210,72
211,71
212,69
213,69
214,69
215,69
216,71
217,70
218,72
219,70
220,69
221,70
222,69
223,71
224,70
225,70
226,71
227,71
228,70
229,71
230,71
231,71
232,70
233,72
234,70
235,69
236,70
237,72
238,69
239,71
240,69
241,72
242,70
243,71
244,70
245,71
246,68
247,71
248,69
249,71
250,71
251,70
252,69
253,70
254,72
255,69
256,70
257,69
258,68
259,70
260,70
261,71
262,71
263,71
264,72
265,70
266,71
267,70
268,69
269,73
270,71
271,69
272,69
273,68
274,71
275,69
276,71
277,70
278,70
279,72
280,71
281,69
282,70
283,69
284,70
285,69
286,69
287,70
288,70
289,70
290,69
291,70
292,71
293,71
294,70
295,69
296,70
297,71
298,70
299,69
300,71
301,70
302,71
303,70
304,71
305,70
306,70
307,70
308,70
309,69
310,70
311,70
312,70
313,69
314,70
315,69
316,71
317,71
318,71
319,70
320,69
321,69
322,71
323,71
324,70
325,70
326,70
327,69
328,71
329,70
330,71
331,69
332,71
333,70
334,69
335,69
336,71
337,71
338,70
339,69
340,70
341,70
342,71
343,70
344,73
345,70
346,69
347,60
348,1
349,1
350,-1
351,0
352,0
353,-1
354,0
355,2
356,3
357,2
358,1
359,0
360,0
361,1
362,-1
363,1
364,0
365,0
366,1
367,0
368,0
369,1
370,-1
371,0
372,2
373,0
374,2
375,2
376,0
377,0
378,1
379,1
380,0
381,1
382,0
383,2
384,0
385,0
386,1
387,1
388,1
389,-1
390,-1
391,-1
392,1
393,1
394,0
395,1
396,2
397,-1
398,2
399,1
400,0
401,0
402,0
403,0
404,0
405,1
406,1
407,1
408,-1
409,1
410,0
411,-2
412,1
413,-1
414,0
415,-1
416,1
417,1
418,0
419,-1
420,1
421,-2
422,1
423,0
424,1
425,-1
426,-1
427,0
428,0
429,1
430,0
431,2
432,-1
433,-1
434,-2
435,0
436,0
437,1
438,1
439,-1
440,-1
441,0
442,1
443,-1
444,-1
445,-1
446,1
447,0
448,0
449,0
450,1
451,1
452,-1
453,-1
454,0
455,1
456,1
457,0
